,influencer_username,platform,text
3544,korisampson,influencers,On my ass  so here’s a pic from last week
3545,korisampson,influencers,Sea side made me why I’m so 
3546,korisampson,influencers,Change of scenery. Reset the soul/mind   recharge ready to start a new project next week I’m really excited about 
3547,korisampson,influencers, bbcradio1 big weekend looking like a BOOT off - excuse the pun  josephgarratt
3548,korisampson,influencers,"You gotta love yourself before you can lift the world.. 

 boohoomanofficial  boohoomanactive AD"
3549,korisampson,influencers,Hanging Ab burner   obi blvd
3550,korisampson,influencers,"Happy Monday 

  jefanoghomme"
3551,korisampson,influencers,Rest   Recovery weekends 
3552,korisampson,influencers,As a man changes his own nature  so does the attitude of the world change towards him.
3553,korisampson,influencers,"Stretching plays a massive part in recovery when training. It increases mobility  reduces stiffness which is one of the main causes of injury during training. It also promotes blood flow  also essential in recovering.  and growth/conditioning  it’s also a great way to wind down from intense workouts bringing your body and mind back to normal function. 

Here’s a minimum of what I do post workout - every single day. Will only take you 5 minutes. 

 siksilk"
3554,korisampson,influencers,Only comfort zone I’ma let myself in is when I’m wearing  boohoomanactive AD
3555,korisampson,influencers,"In the process of launching my 1 on 1 ONLINE  only  coaching service. Everything tailored specifically to you   Limited numbers for the best possible service  

Keep an eye out for more info. Be ready to get in the best shape  physically  you have ever been in for summer "
3556,korisampson,influencers,Wholesum Sundayz
3557,korisampson,influencers,  peturhilmarsson
3558,korisampson,influencers,"Who hasn’t seen me rolling around in shiny hot pants on last nights episode yet   

For all those that have messaged you can watch  mtvex on Sky  Amazon prime  now tv or mtv play online   mtv  celebex"
3559,korisampson,influencers,IT S HERE  boohoomanofficial    topboynetflix Collection– Shop Now Exclusively via the APP  AD
3560,korisampson,influencers,"26.

 “One of the most tragic things about human nature is that we tend to put off living..” 

more life "
3561,korisampson,influencers,Sometimes you just have to show up. Under construction always. Body  Mind  Spirit   Health.
3562,korisampson,influencers,"SAT IN my thoughts trying to think of a satin pun. 

 boohoomanofficial AD"
3563,korisampson,influencers,"Swipe to end to see my debut album cover 

 siksilk AD
  siksilkofficial  newarrivalssiksilk  followthemovement 

 jjoemcdermott "
3564,korisampson,influencers,Eunice got me looking at trips away again already 
3565,korisampson,influencers," voycenow x  onefootball 

Honoured to have been a part of the process. Great event on the weekend for the launch of the clothing capsule on the 24th for what is a great cause. All proceeds to the voycenow fund going towards equality in football and all sports. 

 "
3566,korisampson,influencers,Who’s looking forward to seeing Tuesdays episode   10pm on  mtv   celebex  mtvex
3567,korisampson,influencers,"Breathe for a minute 

 boohoomanofficial AD"
3568,korisampson,influencers,I do miss training then plotting by the pool all day in the sun  Best spot in dubai
3569,korisampson,influencers,Few shots by  jakespencerphoto updating 
3570,korisampson,influencers,"“Do not live as if you have ten thousand years left. Your fate hangs over you. While you are still living  while you still exist on this earth  strive to become a genuinely great person” - Marcus Aurelius 

What are your key values in life  Self-discipline  Courage  Integrity  Hard work  Hard work to me has always been something I thrive off  I need to be uncomfortable in life to keep pushing to where I want to be. But when you’re enjoying the process it doesn’t even feel like work. 

I think sometimes people confuse struggle with hard work. You don’t need to struggle. Find out your core values  set systems and build habits to help you achieve what you want to achieve and then just work hard."
3571,korisampson,influencers,Happy Valentine’s Day everyone  To all my fellow lonely hearts clubberz  our time will come one day   siksilk  siksilkvalentines  siksilkofficial  followthemovement AD
3572,korisampson,influencers,A lot of blue on my feed at the moment so here’s some more
3573,korisampson,influencers,Seeing as it’s the weekend  little teaser for you all for next Tuesday the 15th   celebex  mtvex on  mtv 10pm
3574,korisampson,influencers,"Purpose is greater than pleasure  I feel great under pressure 

 danieljaems"
3575,korisampson,influencers,"Fresh air  coffee   almond croissants 

Jacket from  boohoomanofficial AD"
3576,korisampson,influencers,Only Monday blues I’m about
3577,korisampson,influencers," Warning longggggg caption 

Let’s talk setting systems over setting goals  Find out the environment that you thrive in  then create it. You’ll do this by creating habits  surrounding yourself with the right people  making it easy to manoeuvre “goals” and to compound results in your life - see last photo

For me I don’t actually write down small short term goals  making yourself accountable in reaching them is important but I think putting a time scale on them is almost discouraging more then anything. 

I personally set out a list before the start of the year of goals to reach  and order them in the likelihood of when They’ll be ticked off. Some will be easier and some probably unachievable actually  will follow onto this shortly  I do set myself small wins that I can reach daily or weekly for example

Find out what you actually want   where you want to go before figuring out how to get there - establish a why - then a how - then a SYSTEM. 

Like I said some long term goals you set you may not hit  if you aim for the “sky” you may not quite reach but you’ll go higher then if you don’t try to get off the ground at all. 

Sometimes you also need courage to set and meet these goals you’re thinking about. Don’t get in your own way  maybe it’s the fear of failure or the many reasons why you shouldn’t that you don’t even start. Fear is the thing that gets in the way of what we can be and where we are.. 

You have to push yourself out of that comfort zone to get what you want from life. Here’s where these pictures make sense to me  I hate heights. I wouldn’t even go on a rollercoaster until last year. So I jumped out of a plane.  This was more of mental challenge for me  one of a few I have written to achieve this year. 

Some goals are easily measurable such as jumping out of a plane others not. for example I want to “be more giving” so to achieve this I do daily wins  part of the 50 day challenge I’m doing is do a act of kindness or giving every day. I also set a measurable goal to run the london marathon for charity.

Lastly remember they are goals and not laws. 

Anyway another goal ticket off this year already. Swipe to see before and after "
3578,korisampson,influencers,Your favourite view
3579,korisampson,influencers,Dubai 
3580,korisampson,influencers,"Destination known  

 boohoomanofficial AD"
3581,korisampson,influencers,Oh yeah  back on TV tonight by the way   bbcthree 8pm “eating with my ex”
3582,korisampson,influencers,"Cut from different cloth

 gymking  gymkingperformance AD"
3583,korisampson,influencers,"Feels like yesterday I was still up and coming. Still so young that I ain’t had enough of nothing.. 

Another great trip finished. Using my Sunday evening after travelling to reflect and show some gratitude for the opportunities in life I have been given/earned. Life really is short and you gotta live it  For me now though time to get my head down. Big plans "
3584,korisampson,influencers,"Lifestyle lovely.

newarrivalssiksilk  siksilk  siksilkofficial  followthemovement AD"
3585,korisampson,influencers,"On the 40th floor you should see the view.. 

 boohoomanofficial AD"
3586,korisampson,influencers,I’m back baby  Celebrity Ex on the Beach coming soon..  mtvuk  celebex
3587,korisampson,influencers,Imitation ain’t flattery it’s just annoying me
3588,korisampson,influencers,Insta vs reality 
3589,korisampson,influencers,"Betting on myself 

 -  danieljaems"
3590,korisampson,influencers," Ina bit. Thank you  crawfordcarsltd for a top draw service from start to finish  unreal motor   proper start to a holiday 

Gifted"
3591,korisampson,influencers,Work   stuff
3592,korisampson,influencers,"Real men train the booty too 

 boohoomanactive  boohoomanofficial AD"
3593,korisampson,influencers,"2021-2020-2018-2017-2013/2016

Progress isn’t linear. Even in the constant battle of you vs you we all go through  should go through to improve ourselves  Remember things change  circumstances  goals  your whole life can. Don’t judge yourself when reflecting. 

I’m no where near as big  strong or ripped  not far off  as I was when I was bodybuilding. I lost it all over a year when I stopped  I still trained but my whole lifestyle changed. I spend two years partying instead pretty much lost sight of a lot of stuff. However I wouldn’t even want to look and live like that now. 

I’m fit  healthy and In great shape  not blowing my own trumpet-clap for yourself  but now I don’t just work on my body in the gym I work on my mind   my spirit also. 

Like I said don’t judge yourself too much. Bodybuilding taught me loads about my self  self discipline   the ability to be relentlessly obsessed with something. 

Everyone finds their way at different times   we’re all in our own lane. Just find the right direction and start moving towards it "
3594,korisampson,influencers,"To make an original contribution  you have to be irrationally obsessed with something. 

 gymking  gymkingperformance AD"
3595,korisampson,influencers,"What the hell we all waiting for to start attacking life  

Wake up and move-ment coming soon  wakeupnmove

 WUNM"
3596,korisampson,influencers,"Only shots of coffee happening for a while  

 boohoomanofficial AD"
3597,korisampson,influencers,"Swipe to see ur WCE’s favourite necklace 

Use code KORI15 for 15  off all  carre france products at  culturekings"
3598,korisampson,influencers,"Wake up and move. 

Proper start to the year 

 wunm"
3599,korisampson,influencers,Sun is shining so here’s the first selfie of 2022  - something I read today “The direction you’re heading in is far more important then how fast you move. Pick the right direction and start walking.”
3600,korisampson,influencers,"So I’m gonna be real with you if you think asking someone else where they get there motivation from or advice on how to stay motivated is gonna motivate you  then maybe what it is you want isn’t right for you. It’s one of my biggest asked questions  Here’s something to think about.

A habit is said to come from 60 days of doing something day in day out. At some point in the first 30 days it’s really gonna trip you up  you’re gonna be asking why am I doing this. can I carry on  Maybe il have another day off today  I’ve already done 3 days this week so that’s enough.
But research also shows that in around 18 months you can make a habit last a lifetime.

This is where you need to really have a word with yourself and ask your self how much you want something in order to get there.

So what you really need  isn’t motivation. It’s self discipline. To maintain these choices and make them a habit. Then it becomes autopilot and you can invest your energy into making more positive changes. 

This is why I suggest joining me on my wake up and move - 50 day challenge."
3601,korisampson,influencers,More of this.
3602,korisampson,influencers,Finishing the year in one of the best places mentally   physically I have been in  period. Grateful to be where I am in life but don’t get me wrong  It wasn’t the best year it could of been for me like most people. There was so much I didn’t get to do  so believe me this year I’m coming for it ALL. Happy new year 
3603,korisampson,influencers,"Materialistic aims. Make me a feel a way  when I want it when I got it don’t ever feel the same.. 

 boohoomanofficial AD"
3604,korisampson,influencers,Who wants to see me in the ring 2022 
3605,korisampson,influencers,"BACK to work. 

Wearing  boohoomanactive new night vision range    AD"
3606,korisampson,influencers,"We only look back to see how far we have come.. using the rest of year for reflection on the year gone   setting goals with purpose for the next.

Happy Boxing Day  hiscolumn AD"
3607,korisampson,influencers,Merry Christmas my people. My mums gonna hate me for posting this but getting my family to take a good photo is a nightmare lol. Grateful for you both. 
3608,korisampson,influencers,Thought I better get a photo before the food madness starts. Important to deload and recharge  my body proper needs a break  Absolute time off for a few days then back to work
3609,korisampson,influencers, hiscolumn biggest sale yet is now live. Get up to 80  off selected items online   Ad
3610,korisampson,influencers,Winter Fits
3611,korisampson,influencers,"Came from a place where they smile in your face but they just want to take it from you..

 siksilk  siksilkxmessi  messixsiksilk AD"
3612,korisampson,influencers,Day 2 day
3613,korisampson,influencers,Last minute Christmas gift shout for you all   hiscolumn AD
3614,korisampson,influencers,Better late then never
3615,korisampson,influencers,"Thank you to  made4vitamins in aiding my performance with one of their essential packs - “performance.” You can also get your daily vitamins tailored to your individual needs. Use my code “Made4kori” for 50  off your first week and 25  off your second week  

 made4  made4vitamins AD"
3616,korisampson,influencers,Appreciation post for  itsrobertwilson not only my manager but one of my best pals as well   fomomodels really is family. It’s coming up to the end of another crazy year   we’re ready for a even bigger 2022. I really wouldn’t say this in-genuinely but thank you for everything. Grateful for every opportunity  forever grounded. 
3617,korisampson,influencers,Life’s all about perspective. For example to some people leaving Christmas shopping till now is late  to some it’s a week early still  every day fits  boohoomanofficial AD
3618,korisampson,influencers,Pray we all doing better   siksilk  messixsiksilk  siksilkxmessi AD
3619,korisampson,influencers,"You don’t quit. 

Full Body EMOM 
 40 seconds work/reps - 20 rest 
Assault bike cals 
Dead stop press ups
Hanging leg raises
Overhead dumbbell lunge - 10 each leg
Burpees 
20 mins"
3620,korisampson,influencers,Trying to get a good photo of us both is still a myth so here’s one each. Last few weeks have been a eye opener for me  priority’s right   goals set. “Working on yourself like clay should be one of your greatest and most pleasurable life tasks.”
3621,korisampson,influencers,
3622,korisampson,influencers,"Negatives thoughts don’t even enter my inner matrix 

 boohoomanofficial AD"
3623,korisampson,influencers, dayinlife
3624,korisampson,influencers,Head cleared. Doing up wholesome in 
3625,korisampson,influencers,"Much needed recharge   break from the city. Ready for a busy month ahead to see off the year  

Thank you for the stay  elmescapes lodges AD"
3626,korisampson,influencers,Cool kids at the back  huncholinisampson
3627,korisampson,influencers,"Can’t drown me if my heads above the water 

  dimitristheocharis"
3628,korisampson,influencers,If only petrol stations had a Black Friday sale on.. Good job the  hiscolumn sale is still on   ends at midnight  Use BF30 at checkout for 30  off everything  AD
3629,korisampson,influencers, boohoomanofficial biggest cyber Monday sale ever   AD
3630,korisampson,influencers,"Last chance to GET 30-75  OFF EVERYTHING in the  gymking Black Friday Sale – THAT’S RIGHT. EVERY. SINGLE. THING.
Limited time only – shop now at thegymking.com AD"
3631,korisampson,influencers, boohoomanofficial biggest Black Friday sale EVER  Upto 99  off hundreds of lines dropping throughout the day AD
3632,korisampson,influencers,"Respect the building blocks  master the fundamentals

 taronjamesboxing 
 boxcentric"
3633,korisampson,influencers, siksilk  followthemovement AD
3634,korisampson,influencers,Don’t ask for a seat at the table.. Build your own table  or bring your own seats 
3635,korisampson,influencers,"At the boxing on the weekend  proper vibe. Wonder if I’ll get the chance to get in the ring next year 

   brett d cove"
3636,korisampson,influencers,NEW LINES ADDED to the  gymking BLACK FRIDAY SALE - Get up to 75  off shop now  AD
3637,korisampson,influencers,"Legs have become my favourite thing to train again 

  dimitristheocharis "
3638,korisampson,influencers,Grey tracksuit can’t go wrong  period.  hiscolumn biggest Black Friday sale is now live  Use BF30 at check out for 30  off everything. AD
3639,korisampson,influencers,Working with  dimitristheocharis
3640,korisampson,influencers,Might just be my new favourite winter bottoms  boohoomanofficial AD
3641,korisampson,influencers,IT was a good weekend
3642,korisampson,influencers,New week  no goals to smash   gymking AD
3643,korisampson,influencers,"Doubt kills more dreams then failure ever will 

 siksilk  followthemovement AD"
3644,korisampson,influencers,Psychological sunshine Saturdays
3645,korisampson,influencers,I need a holiday
3646,korisampson,influencers,What’s your favourite layer   boohoomanofficial AD
3647,korisampson,influencers,"I love converting a none believer so go ahead and doubt me please..

 siksilk  followthemovement AD"
3648,korisampson,influencers,Winter walks wearing  jacamouk  livelouderwithjacamo AD
3649,korisampson,influencers,Petrol is getting doughy had to cop a new ting  24 hours in Manchester  make sure u swipe 
3650,korisampson,influencers,"Happy Friday gang 

 gymking AD"
3651,korisampson,influencers,Perfect fit for this weather at moment  knitwear   shorts  boohoomanofficial AD
3652,korisampson,influencers,Can either be inspired by your past or be haunted
3653,korisampson,influencers,Good luck in Dubai my family  t.nasser  
3654,korisampson,influencers,"Getting ready for those cold dog walks again with this outerwear from  hiscolumn 

 PS. it’s 10x harder doing pics with 2 dogs then 1  AD"
3655,korisampson,influencers,Come to the conclusion I wear gym gear pretty much all day every day even on the rare occasion I’m not going gym
3656,korisampson,influencers,Bout to take over I’m switching my gear   boohoomanofficial x jackgrealish AD
3657,korisampson,influencers,"Anyone that knows me well knows that I love cooking healthy dishes so I thought I’d show you all how to make this amazing walnut salad. 

All you need is 
California Walnuts 
Spinach and rocket
beetroot
feta
watermelon 
sweet potato 

Walnuts are the only tree nut to contain a significant amount of the plant-based omega-3. Two amazing benefits of omega 3 include brain health and also fighting inflammation which is vital for recovery in training. They are a great source of good fat which is can benefit you by being in your diet for various reasons such as vitamin absorption  energy storage and skin health  while being low in sugar and salt. 

Who wants to see me on a cooking show  

 californiawalnut  mealtimescracked  bakingcracked  snackingcracked  wellnesscracked 

 ocadouk /  walnuts uk  whitworthsUK ad"
3658,korisampson,influencers,Yeah we’re active fam
3659,korisampson,influencers,Who caught me back on the screen last night   CelebEx In The City continues Wednesdays at 9pm on MTV UK  and you can catch up on the series so far on MTV Play 
3660,korisampson,influencers,All smiles no tears. Wicked gaff though  tulleys shock with the  boohoomanofficial family. Wearing their new Halloween range  AD
3661,korisampson,influencers,"6 week diet plan coming this Friday on my website  Make sure you grab it to see how I get into shape 

 jefanoghomme "
3662,korisampson,influencers,It’s mad how much quieter it is out and about now compared to during the pandemic/lockdown  I for one am making a conscious effort to stay active and to get outdoors and to carry on the good habits created over the last year or so even with everything getting back to normal again 
3663,korisampson,influencers,Loyalty is priceless and it’s all I need
3664,korisampson,influencers,Unbeaten season Im feelin like Wenger in 03  hiscolumn AD
3665,korisampson,influencers,Check out the new  gymking X ab bowen collection now via the link in my story  AD
3666,korisampson,influencers,The dirt that they threw on my name turned to soil and i grew up out it  shop the whole look on  jacamouk x  underarmour AD
3667,korisampson,influencers,Have a great weekend people. Here’s some photos of my boat
3668,korisampson,influencers,Doing up  boohoomanofficial at boohooman  AD
3669,korisampson,influencers,"Another goal ticked off the list this year  So grateful to be here but only way is upwards now. Work hard and reap the awards 

Thank you  somerville.ryan at  mercedesbenz for helping with this one    by  feature  film"
3670,korisampson,influencers,Ab bowen x  gymking collection has officially launched  Get involved now with the link on my story AD
3671,korisampson,influencers,Sunday Morning 
3672,korisampson,influencers,I’m out here being everything they said I wouldn’t be and couldn’t be
3673,korisampson,influencers,"Knitwear out already

  boohoomanofficial AD"
3674,korisampson,influencers, hiscolumn new AW21 collection has just dropped  You know what to do  AD
3675,korisampson,influencers,4 week result of tracking calories   macros  limited alcohol  double training days   leanest I’ve been in years  no PEDs  Will be doing a 6 week detailed Diet Plan for you all very shortly so keep an eye out 
3676,korisampson,influencers,Hey strangers 
3677,korisampson,influencers,I liked these photos so you can have another one
3678,korisampson,influencers,Outfit is  novamen by  fashionnova    fashionnovapartner
3679,korisampson,influencers,POV  You’re walking into the gym studio and I’m taking the class.. first thoughts 
3680,korisampson,influencers,Had to get in for a last minute MOT for my back with  eliteosteo with the amount of output I do you’re bound to get injury’s and problems that will hold you back physically. So recovery and prevention is the key  oz has helped me through a back injury in the past and is my go too for any problem I occur  and he’s opening his books from MONDAY the 6th  swipe to see some of the stuff that goes down in a session >>
3681,korisampson,influencers,"I been losing friends   finding peace. But honestly that sound like a fair trade to me 

 boohoomanofficial AD"
3682,korisampson,influencers,Sometimes you’ve just got to trust the process and everything will fall into place at the right time..
3683,korisampson,influencers,Had to check in at  smokey barbers   make sure my trim is too hot to handle..    iworkwithprimark  primarkjustgotsmoked  primania  primark   AD
3684,korisampson,influencers,"Pride . is . the . devil

Code KORI20  siksilk  spacejamxsiksilk AD"
3685,korisampson,influencers,"Can’t outwork me 

 boxcentric"
3686,korisampson,influencers,New  boohoomanofficial Tracksuit Drop Out Now  AD
3687,korisampson,influencers,See them hating on me and I understand why  they know my name in every city I’m a franchise 
3688,korisampson,influencers,Been out here soul searching
3689,korisampson,influencers,"They think they know me but they only know the old me..

Use code KORI20  siksilk  spacejamxsiksilk AD"
3690,korisampson,influencers,Now vs then
3691,korisampson,influencers,Box fresh always
3692,korisampson,influencers,Pursuit of happiness  novamen by  fashionnova fashionnovapartner
3693,korisampson,influencers,Couldn’t pick one.. Hotel lighting never misses
3694,korisampson,influencers,"Summertime shootout 

 siksilk KORI20 for 20  off

 spacejamxsiksilk AD"
3695,korisampson,influencers,"Quick AB Blast. 

20 reps each exercise  10 each side on one sided movements  

Save and give it a try at the end of your workout "
3696,korisampson,influencers,About yesterday
3697,lucymeck1,influencers,My dream girl 
3698,lucymeck1,influencers,
3699,lucymeck1,influencers,"Nanny’s 90th birthday celebrations 

I thought I would be here with her 1st great granddaughter but she’s keeping us all waiting a little longer  40 6 now 

Best nanny   great nanny in the world  love you lots Nanny Meck "
3700,lucymeck1,influencers,"Mum   son cooking day   Its actually my due date today eekkk and I’m getting some snacks at the ready for those long nights ahead  these r super simple and can be kept in the freezer. 
 tip - when cooking with a toddler I like to get most of the ingredients measured out and ready to go then it’s not as chaotic or messy haha but still lots of fun   

I’ve put the link to the recipe on my stories 

  flapjacks  dairyfreerecipes  rwlrecipes  breastfeedingsnacks  healthysnacks"
3701,lucymeck1,influencers,AD After mentioning how much I love the Hydraluxe Pro Straightener from  RemingtonUK because I can create effortless curls as well as super sleek straight looks  I’ve had so many questions about how I go about doing my curls. So I thought I’d share two simple ways I tend to curl my hair with this straightener. Today I went for the first technique for a looser curl  but which one is your fave 1 or 2  
3702,lucymeck1,influencers,"Family funday at the seaside  

Making the most of these precious moments before this little lady arrives. I cant help but feel guilty as i know I won’t be able to give my full attention to Roman anymore  but I know he will love his baby sister so much   they will be so close only 2 years apart  "
3703,lucymeck1,influencers,"AD It’s getting closer to me meeting my baby girl so I thought that now would be a perfect time to start preparing my feeding set up and remind myself how everything works.

I used the  mambaby uk Easy Start Anti-Colic bottles for my expressed breast milk with Roman. It meant Ryan did the odd night feed for me or when I needed to pop out or work which really helped. I plan on exclusively breast feeding again   expressing.
 
This week  mambaby uk are hosting a virtual combination feeding event  talking all things breastfeeding  combination feeding and bottle feeding. If you want to know about your feeding options head to their IG.
Handy tip to save time- check out my reel demonstrating the self-sterilising feature of these bottles."
3704,lucymeck1,influencers,"Extremely proud of  ryanthomas84 he really has put blood  sweat   tears in the past 12 weeks as well as daddy duties in the evenings   weekends  So no rest days  

Very respectable   well deserved 2nd place  Well done baby  

Now get that  home me   Romano miss you  he also needs to get some much needed rest in before this little lady arrives    

 thegamestv"
3705,lucymeck1,influencers,Ad If your little one is as obsessed with Baby Shark as Roman is  get ready to dive into summer with the new range available from  nutmegclothinguk at  morrisons. Roman had the best day in his sunsafe before bathtime with his poncho. He loves his sunglasses so much that he wore them in the bath  the crazy kid  shop the entire range via the link in my stories  SwimPlaySleepRepeat  BabySharkNutmeg
3706,lucymeck1,influencers,"Good luck baby    
I’ve not seen  ryanthomas84 since Sunday morning so I decided to surprise him and come   watch  thegamestv tonight 
Praying my waters don’t break mid show hahahaha "
3707,lucymeck1,influencers, I will miss dressing u little bump 
3708,lucymeck1,influencers,"Ad I’ve given our spare room a little spring makeover  This is a sofa bed that gets used a lot by guests and probably one of us one when the new baby arrives  So I wanted it to feel really fresh  cosy and inviting. I think the  desenio prints compliment it sooo well   finish the room perfectly  

Use code - LUCYSHOME for 40  off prints  excludes frames and personaslied. 
 Expires Thursday 5th May 23.59pm

Link  
https //desen.io/lucyshome"
3709,lucymeck1,influencers,"Baby shower outfit inspo  

My baby shower has been rained off today  so I thought I would still have a little try on  I’m changing my baby shower to a Sip   See when bubba girl has arrived     babyshoweroutfit 

Left  boys 
Dress -  guinealondon
Shoes -  dune london
Clutch -  ashlyndclutches  old

Right  girls 
Dress -  coastfashion
Shoes -  dune london
Earrings  yaayaalondon

 both non maternity

Left  boys 
Navy Jumpsuit -  nextofficial
Shoes -  dune london
Clutch -  accessorize 

Right  girls 
Dress -  freshalondon
Shoes -  kurtgeiger
Bag -  aspinaloflondon
Earrings -  thehoopstation

 Jumpsuit maternity  dress non maternity

Left  boys 
Dress -  frenchconnection
Shoes -  officeshoes
Earrings -  yaayaalondon

Right  girls 
Dress -  guinealondon
Boots -  dune london
Bag -  strathberry

 both non maternity"
3710,lucymeck1,influencers,"AD I’m at the end of the third trimester and I couldn’t recommend these products enough to support your stretching skin throughout your pregnancy journey  I’ve loved using them in both my pregnancies.  mamamioskincare 

 My go to products this trimester are the tummy rub oil it feels amazing on my bump and lucky legs cooling gel   lucky legs refreshing spritz these 2 products really help with tired  heavy legs   feet in this final stage.

 They also have Trimester Bundles available on their website  to help guide you on which products you need . 
You can use my code  
LUCYMECK for 25  off now   an extra 5  "
3711,lucymeck1,influencers,"AD I’m obsessed with my new dresses from  dorothyperkins they’re so pretty   are the perfect British bank holiday outfits They’re also made in the UK with a little more love for Mother Nature   dorothyperkins  DPLoves

Which is your fav or  

 I’m wearing size 12  they will be perfect after baby for nursing x"
3712,lucymeck1,influencers,"AD I am in major nesting mode but to be honest this time of year I always have a little home interiors freshen up ready for summer. 
 
Since having kids I love my house to feel cosy  inviting   have personal touches to my interiors. 
 
So I decided to declutter Roman’s room a little and add these bright personalised photo blocks from  photoboxuk to his room. He loves them and it’s so lovely to see the reminder of how happy he was on his 2nd bday party  I also created some Framed Photo Prints which are great quality and perfect for adding memories around the rest of the house.
 
In case you are also looking to brighten up your home decor   photoboxuk have given me a 10  off discount code.
 
Bespoke Code  LUCYUK22

T Cs  Receive 10  off when you apply the promo code to your shopping cart. Does not apply to delivery charge. Offer cannot be used more than once per account. Promotion does not apply to Product Credits. Any monetary credits will be applied before any promotional discounts. All standard terms   conditions apply. Code expires on 30/04/2022 at midnight.

 ad  letsgomakestories  photoboxuk"
3713,lucymeck1,influencers,"Falafel   Slaw Salad Bowl 
  my brand ad 

This is a great recipe to prep ahead of your week  
Simply make up a batch of the slaw  and build a tasty meal in minutes  Perfect for those busy days  

Access the full  rwl recipe using the link in my bio 

 mealprep  prepiskey  veggiemeals  rwlfood  busymum  mumlife  lunchideas  rwlmums  workingmum  newmummeals  familyfood  healthyrecipes  lunchinspo"
3714,lucymeck1,influencers,Happy Easter 
3715,lucymeck1,influencers,No hatching just yet little chick 
3716,lucymeck1,influencers,"Getting ready for your arrival bubba girl 

Cardigan - Jigsaw  insidejigsaw
Top -  forevernew official
Trousers - Me Em  me andem
Bag -  gucci    cocoonclub
Ear rings -  thehoopstation"
3717,lucymeck1,influencers,Roman’s Easter party 
3718,lucymeck1,influencers,"Roman Easter picnic party such amazing day   Yes I’m 8 months pregnant hosting a party for 40 hahahah BUT it was so perfect and so worth it  I think part of me is feeling that ‘mum guilt’ that a new baby is on her way very soon and I want Roman to feel so special   make lots of memories with my boy before her arrival as our family dynamic will change. I know he will adore her but I’m also a little nervous that he will have to share mummy   daddy for the first time. 

Igloo  picnic table  bunny   soft play  forevereventsessex 
Easter crafts   accessories  merimeriparty    amazon 
Catering  sagepantry 
Biscuit painting  sweetnellysco

 easterparty  easterbunny  kidseaster"
3719,lucymeck1,influencers,
3720,lucymeck1,influencers,"Baking day fun… my poor kitchen haha  they were actually a success even though Roman ate most of the ingredients along the way haha 
I’ve put the recipe for my double chocolate banana muffins in my bio   on my stories. Dairy free for little man of corse   baking  dairyfreebaking  dairyfreemuffins  chocolatemuffins  easteractivitiesforkids"
3721,lucymeck1,influencers,
3722,lucymeck1,influencers,Let the Easter activities begin   With my little duck haha 
3723,lucymeck1,influencers,Don’t forget to make some time for each other. Your kids wouldn’t exist if you two didn’t come first  love you  ryanthomas84 x
3724,lucymeck1,influencers,Mother’s Day 
3725,lucymeck1,influencers,"AD My brand - From mum guilt and mood swings  lots of tears to letting go of how tidy your house is and the realisation that you never know life without a bra …. 

No subject is off limits as we talk mum-life - open and honest with expert support and advice from Results With Baby Parenting Life Coach Charlotte Jonsie

Get a lot out of this chat  On Results With Baby you will find hundreds of videos from our experts especially designed to help support mums and mums-to-be with EVERY aspect of pregnancy and parenting.  resultswithbump  rwl  charlottejonsie 

And you can get a 7 day FREE trial now 
resultswellnesslifestyle.com/pages/b-prenatal-1"
3726,lucymeck1,influencers,"AD My holy grail pregnancy saviours   mamamioskincare providing me with all the goods to support me throughout each trimester of my pregnancy  I’m now in my third trimester on the final stretch and I couldn’t recommend these products enough to support your stretching skin throughout your pregnancy journey. They also have Trimester Bundles available on their website  to help guide you on which products you need . 
You can use my code  
LUCYMECK for 25  off now  "
3727,lucymeck1,influencers,"AD Time for sleep  
I was in serious need of a mattress upgrade having being at the final stages of my pregnancy  every nights sleep most definitely counts  

The premium Emma mattress is a combination of spring and foam  and with 6 layers designed to help enhance comfort  which is perfect for pregnancy    it also adapts to my body as I change position  whilst allowing me to stay cool   Use my discount code  LUCYMSLEEP for an extra 6  discount off the websites already discounted prices
 emmasleepuk  emmasleep"
3728,lucymeck1,influencers,"The sun makes me sooooo happy  
AD Had a lovely day with my girlies today in the sunshine wearing a new outfit I got from  amazonfashioneu I do a lot of shopping on Amazon but only recently started shopping for clothes  shoes   bags on there.
Absolute game changer   

My outfit is linked on my stories 

 amazonfashioneu  founditonamazon"
3729,lucymeck1,influencers,"AD With Mother s Day just around the corner  I had fun creating this day-to-night Mum look using  RemingtonUK styling tools. Swipe right for the glow up   

Time doesn’t always allow for a lovely blow dry when I’m juggling work  Roman and being pregnant  so a pony is a perfect hair staple that I can still make glam 

My day pony has the ultimate volume and I m able to dry and style my hair in one with the Hydraluxe Air Styler. Using the Hydraluxe Pro Straightener  I turned this relaxed pony into something a little more classy for drinks with the girls. I get a lot of questions asking how I used the Air Styler  so check out my story for how I created both looks 
 
 RemingtonUK  LucyLovesRemington"
